"Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","NewHampshire","NewJersey","NewMexico","NewYork","NorthCarolina","NorthDakota","Ohio","Oklahoma","Oregon","Pennsylvania","RhodeIsland","SouthCarolina","SouthDakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","WestVirginia","Wisconsin","Wyoming"
"Montgomery","Juneau","Phoenix","LittleRock","Sacramento","Denver","Hartford","Dover","Tallahassee","Atlanta","Honolulu","Boise","Springfield","Indianapolis","DesMoines","Topeka","Frankfort","BatonRouge","Augusta","Annapolis","Boston","Lansing","SaintPaul","Jackson","JeffersonCity","Helena","Lincoln","CarsonCity","Concord","Trenton","SantaFe","Albany","Raleigh","Bismarck","Columbus","OklahomaCity","Salem","Harrisburg","Providence","Columbia","Pierre","Nashville","Austin","SaltLakeCity","Montpelier","Richmond","Olympia","Charleston","Madison","Cheyenne"
